"period","zone","group","measure","value"
"2002-2004","S01002138","Never Smoked","Count",13
"2007-2009","S01002138","Never Smoked","Count",15
"2008-2010","S01002138","Never Smoked","Count",13
"2000-2002","S01002138","Never Smoked","Count",4
"2003-2005","S01002138","Never Smoked","Count",19
"2004-2006","S01002138","Never Smoked","Count",24
"2001-2003","S01002138","Never Smoked","Count",3
"2011-2013","S01002138","Never Smoked","Count",19
"2005-2007","S01002138","Never Smoked","Count",19
"2006-2008","S01002138","Never Smoked","Count",19
"2010-2012","S01002138","Never Smoked","Count",16
"2001-2003","S01002138","Not Known If Smoking","Count",6
"2002-2004","S01002138","Not Known If Smoking","Count",4
"2003-2005","S01002138","Not Known If Smoking","Count",2
"2004-2006","S01002138","Not Known If Smoking","Count",1
"2005-2007","S01002138","Not Known If Smoking","Count",1
"2006-2008","S01002138","Not Known If Smoking","Count",0
"2007-2009","S01002138","Not Known If Smoking","Count",1
"2008-2010","S01002138","Not Known If Smoking","Count",3
"2009-2011","S01002138","Not Known If Smoking","Count",3
"2010-2012","S01002138","Not Known If Smoking","Count",2
"2000-2002","S01002138","Not Known If Smoking","Count",5
"2011-2013","S01002138","Not Known If Smoking","Count",0
"2006-2008","S01002138","Current Smoker","Count",3
"2002-2004","S01002138","Current Smoker","Count",2
"2005-2007","S01002138","Current Smoker","Count",3
"2010-2012","S01002138","Current Smoker","Count",4
"2000-2002","S01002138","Current Smoker","Count",3
"2004-2006","S01002138","Current Smoker","Count",2
"2003-2005","S01002138","Current Smoker","Count",3
"2001-2003","S01002138","Current Smoker","Count",3
"2011-2013","S01002138","Current Smoker","Count",2
"2008-2010","S01002138","Current Smoker","Count",3
"2009-2011","S01002138","Current Smoker","Count",4
"2007-2009","S01002138","Current Smoker","Count",3
"2001-2003","S01002138","Not Known If Smoking","Ratio",50
"2000-2002","S01002138","Former Smoker","Ratio",0
"2003-2005","S01002138","Current Smoker","Ratio","12.5"
"2004-2006","S01002138","Former Smoker","Ratio","3.57"
"2002-2004","S01002138","Not Known If Smoking","Ratio","21.05"
"2009-2011","S01002138","Current Smoker","Ratio","13.33"
"2007-2009","S01002138","Former Smoker","Ratio","13.64"
"2006-2008","S01002138","Current Smoker","Ratio",12
"2003-2005","S01002138","Not Known If Smoking","Ratio","8.33"
"2004-2006","S01002138","Not Known If Smoking","Ratio","3.57"
"2005-2007","S01002138","Current Smoker","Ratio","11.54"
"2002-2004","S01002138","Former Smoker","Ratio",0
"2005-2007","S01002138","Not Known If Smoking","Ratio","3.85"
"2005-2007","S01002138","Former Smoker","Ratio","11.54"
"2003-2005","S01002138","Former Smoker","Ratio",0
"2001-2003","S01002138","Current Smoker","Ratio",25
"2008-2010","S01002138","Former Smoker","Ratio","17.39"
"2006-2008","S01002138","Not Known If Smoking","Ratio",0
"2010-2012","S01002138","Former Smoker","Ratio","21.43"
"2011-2013","S01002138","Former Smoker","Ratio","22.22"
"2006-2008","S01002138","Former Smoker","Ratio",12
"2001-2003","S01002138","Former Smoker","Ratio",0
"2007-2009","S01002138","Current Smoker","Ratio","13.64"
"2009-2011","S01002138","Former Smoker","Ratio","23.33"
"2010-2012","S01002138","Current Smoker","Ratio","14.29"
"2002-2004","S01002138","Never Smoked","Ratio","68.42"
"2007-2009","S01002138","Never Smoked","Ratio","68.18"
"2007-2009","S01002138","Not Known If Smoking","Ratio","4.55"
"2008-2010","S01002138","Not Known If Smoking","Ratio","13.04"
"2011-2013","S01002138","Current Smoker","Ratio","7.41"
"2008-2010","S01002138","Never Smoked","Ratio","56.52"
"2009-2011","S01002138","Never Smoked","Ratio","53.33"
"2000-2002","S01002138","Never Smoked","Ratio","33.33"
"2008-2010","S01002138","Current Smoker","Ratio","13.04"
"2003-2005","S01002138","Never Smoked","Ratio","79.17"
"2009-2011","S01002138","Not Known If Smoking","Ratio",10
"2010-2012","S01002138","Not Known If Smoking","Ratio","7.14"
"2004-2006","S01002138","Never Smoked","Ratio","85.71"
"2000-2002","S01002138","Current Smoker","Ratio",25
"2002-2004","S01002138","Current Smoker","Ratio","10.53"
"2001-2003","S01002138","Never Smoked","Ratio",25
"2000-2002","S01002138","Not Known If Smoking","Ratio","41.67"
"2010-2012","S01002138","Never Smoked","Ratio","57.14"
"2005-2007","S01002138","Never Smoked","Ratio","73.08"
"2006-2008","S01002138","Never Smoked","Ratio",76
"2004-2006","S01002138","Current Smoker","Ratio","7.14"
"2011-2013","S01002138","Never Smoked","Ratio","70.37"
"2011-2013","S01002138","Not Known If Smoking","Ratio",0
"2001-2003","S01002139","Former Smoker","Count",1
"2004-2006","S01002139","Former Smoker","Count",0
"2000-2002","S01002139","Former Smoker","Count",2
"2009-2011","S01002139","Former Smoker","Count",4
"2002-2004","S01002139","Former Smoker","Count",0
"2007-2009","S01002139","Former Smoker","Count",2
"2005-2007","S01002139","Former Smoker","Count",1
"2008-2010","S01002139","Former Smoker","Count",3
"2010-2012","S01002139","Former Smoker","Count",5
"2003-2005","S01002139","Former Smoker","Count",0
"2011-2013","S01002139","Former Smoker","Count",6
"2006-2008","S01002139","Former Smoker","Count",2
"2009-2011","S01002139","Never Smoked","Count",15
"2002-2004","S01002139","Never Smoked","Count",21
"2007-2009","S01002139","Never Smoked","Count",24
"2008-2010","S01002139","Never Smoked","Count",21
"2000-2002","S01002139","Never Smoked","Count",14
"2003-2005","S01002139","Never Smoked","Count",22
"2004-2006","S01002139","Never Smoked","Count",28
"2001-2003","S01002139","Never Smoked","Count",12
"2011-2013","S01002139","Never Smoked","Count",15
"2005-2007","S01002139","Never Smoked","Count",23
"2006-2008","S01002139","Never Smoked","Count",31
"2010-2012","S01002139","Never Smoked","Count",13
"2001-2003","S01002139","Not Known If Smoking","Count",12
"2002-2004","S01002139","Not Known If Smoking","Count",5
"2003-2005","S01002139","Not Known If Smoking","Count",1
"2004-2006","S01002139","Not Known If Smoking","Count",0
"2005-2007","S01002139","Not Known If Smoking","Count",0
"2006-2008","S01002139","Not Known If Smoking","Count",0
"2007-2009","S01002139","Not Known If Smoking","Count",1
"2008-2010","S01002139","Not Known If Smoking","Count",4
"2009-2011","S01002139","Not Known If Smoking","Count",4
"2010-2012","S01002139","Not Known If Smoking","Count",3
"2000-2002","S01002139","Not Known If Smoking","Count",14
"2011-2013","S01002139","Not Known If Smoking","Count",0
"2006-2008","S01002139","Current Smoker","Count",0
"2002-2004","S01002139","Current Smoker","Count",0
"2005-2007","S01002139","Current Smoker","Count",0
"2010-2012","S01002139","Current Smoker","Count",1
"2000-2002","S01002139","Current Smoker","Count",0
"2004-2006","S01002139","Current Smoker","Count",0
"2003-2005","S01002139","Current Smoker","Count",0
"2001-2003","S01002139","Current Smoker","Count",0
"2011-2013","S01002139","Current Smoker","Count",1
"2008-2010","S01002139","Current Smoker","Count",0
"2009-2011","S01002139","Current Smoker","Count",0
"2007-2009","S01002139","Current Smoker","Count",0
"2001-2003","S01002139","Not Known If Smoking","Ratio",48
"2000-2002","S01002139","Former Smoker","Ratio","6.67"
"2003-2005","S01002139","Current Smoker","Ratio",0
"2004-2006","S01002139","Former Smoker","Ratio",0
"2002-2004","S01002139","Not Known If Smoking","Ratio","19.23"
"2009-2011","S01002139","Current Smoker","Ratio",0
"2007-2009","S01002139","Former Smoker","Ratio","7.41"
"2006-2008","S01002139","Current Smoker","Ratio",0
"2003-2005","S01002139","Not Known If Smoking","Ratio","4.35"
"2004-2006","S01002139","Not Known If Smoking","Ratio",0
"2005-2007","S01002139","Current Smoker","Ratio",0
"2002-2004","S01002139","Former Smoker","Ratio",0
"2005-2007","S01002139","Not Known If Smoking","Ratio",0
"2005-2007","S01002139","Former Smoker","Ratio","4.17"
"2003-2005","S01002139","Former Smoker","Ratio",0
"2001-2003","S01002139","Current Smoker","Ratio",0
"2008-2010","S01002139","Former Smoker","Ratio","10.71"
"2006-2008","S01002139","Not Known If Smoking","Ratio",0
"2010-2012","S01002139","Former Smoker","Ratio","22.73"
"2011-2013","S01002139","Former Smoker","Ratio","27.27"
"2006-2008","S01002139","Former Smoker","Ratio","6.06"
"2001-2003","S01002139","Former Smoker","Ratio",4
"2007-2009","S01002139","Current Smoker","Ratio",0
"2009-2011","S01002139","Former Smoker","Ratio","17.39"
"2010-2012","S01002139","Current Smoker","Ratio","4.55"
"2002-2004","S01002139","Never Smoked","Ratio","80.77"
"2007-2009","S01002139","Never Smoked","Ratio","88.89"
"2007-2009","S01002139","Not Known If Smoking","Ratio","3.7"
"2008-2010","S01002139","Not Known If Smoking","Ratio","14.29"
"2011-2013","S01002139","Current Smoker","Ratio","4.55"
"2008-2010","S01002139","Never Smoked","Ratio",75
"2009-2011","S01002139","Never Smoked","Ratio","65.22"
"2000-2002","S01002139","Never Smoked","Ratio","46.67"
"2008-2010","S01002139","Current Smoker","Ratio",0
"2003-2005","S01002139","Never Smoked","Ratio","95.65"
"2009-2011","S01002139","Not Known If Smoking","Ratio","17.39"
"2010-2012","S01002139","Not Known If Smoking","Ratio","13.64"
"2004-2006","S01002139","Never Smoked","Ratio",100
"2000-2002","S01002139","Current Smoker","Ratio",0
"2002-2004","S01002139","Current Smoker","Ratio",0
"2001-2003","S01002139","Never Smoked","Ratio",48
"2000-2002","S01002139","Not Known If Smoking","Ratio","46.67"
"2010-2012","S01002139","Never Smoked","Ratio","59.09"
"2005-2007","S01002139","Never Smoked","Ratio","95.83"
"2006-2008","S01002139","Never Smoked","Ratio","93.94"
"2004-2006","S01002139","Current Smoker","Ratio",0
"2011-2013","S01002139","Never Smoked","Ratio","68.18"
"2011-2013","S01002139","Not Known If Smoking","Ratio",0
"2001-2003","S01002140","Former Smoker","Count",0
"2004-2006","S01002140","Former Smoker","Count",1
"2000-2002","S01002140","Former Smoker","Count",1
"2009-2011","S01002140","Former Smoker","Count",6
"2002-2004","S01002140","Former Smoker","Count",0
"2007-2009","S01002140","Former Smoker","Count",1
"2005-2007","S01002140","Former Smoker","Count",1
"2008-2010","S01002140","Former Smoker","Count",4
"2010-2012","S01002140","Former Smoker","Count",7
"2003-2005","S01002140","Former Smoker","Count",0
"2011-2013","S01002140","Former Smoker","Count",8
"2006-2008","S01002140","Former Smoker","Count",2
"2009-2011","S01002140","Never Smoked","Count",27
"2002-2004","S01002140","Never Smoked","Count",10
"2007-2009","S01002140","Never Smoked","Count",21
"2008-2010","S01002140","Never Smoked","Count",17
"2000-2002","S01002140","Never Smoked","Count",1
"2003-2005","S01002140","Never Smoked","Count",16
"2004-2006","S01002140","Never Smoked","Count",20
"2001-2003","S01002140","Never Smoked","Count",3
"2011-2013","S01002140","Never Smoked","Count",28
"2005-2007","S01002140","Never Smoked","Count",24
"2006-2008","S01002140","Never Smoked","Count",21
"2010-2012","S01002140","Never Smoked","Count",28
"2001-2003","S01002140","Not Known If Smoking","Count",6
"2002-2004","S01002140","Not Known If Smoking","Count",6
"2003-2005","S01002140","Not Known If Smoking","Count",2
"2004-2006","S01002140","Not Known If Smoking","Count",1
"2005-2007","S01002140","Not Known If Smoking","Count",0
"2006-2008","S01002140","Not Known If Smoking","Count",0
"2007-2009","S01002140","Not Known If Smoking","Count",5
"2008-2010","S01002140","Not Known If Smoking","Count",10
"2009-2011","S01002140","Not Known If Smoking","Count",10
"2010-2012","S01002140","Not Known If Smoking","Count",5
"2000-2002","S01002140","Not Known If Smoking","Count",7
"2011-2013","S01002140","Not Known If Smoking","Count",0
"2006-2008","S01002140","Current Smoker","Count",5
"2002-2004","S01002140","Current Smoker","Count",3
"2005-2007","S01002140","Current Smoker","Count",4
"2010-2012","S01002140","Current Smoker","Count",7
"2000-2002","S01002140","Current Smoker","Count",8
"2004-2006","S01002140","Current Smoker","Count",4
"2003-2005","S01002140","Current Smoker","Count",3
"2001-2003","S01002140","Current Smoker","Count",3
"2011-2013","S01002140","Current Smoker","Count",13
"2008-2010","S01002140","Current Smoker","Count",4
"2009-2011","S01002140","Current Smoker","Count",3
"2007-2009","S01002140","Current Smoker","Count",5
"2001-2003","S01002140","Not Known If Smoking","Ratio",50
"2000-2002","S01002140","Former Smoker","Ratio","5.88"
"2003-2005","S01002140","Current Smoker","Ratio","14.29"
"2004-2006","S01002140","Former Smoker","Ratio","3.85"
"2002-2004","S01002140","Not Known If Smoking","Ratio","31.58"
"2009-2011","S01002140","Current Smoker","Ratio","6.52"
"2007-2009","S01002140","Former Smoker","Ratio","3.13"
"2006-2008","S01002140","Current Smoker","Ratio","17.86"
"2003-2005","S01002140","Not Known If Smoking","Ratio","9.52"
"2004-2006","S01002140","Not Known If Smoking","Ratio","3.85"
"2005-2007","S01002140","Current Smoker","Ratio","13.79"
"2002-2004","S01002140","Former Smoker","Ratio",0
"2005-2007","S01002140","Not Known If Smoking","Ratio",0
"2005-2007","S01002140","Former Smoker","Ratio","3.45"
"2003-2005","S01002140","Former Smoker","Ratio",0
"2001-2003","S01002140","Current Smoker","Ratio",25
"2008-2010","S01002140","Former Smoker","Ratio","11.43"
"2006-2008","S01002140","Not Known If Smoking","Ratio",0
"2010-2012","S01002140","Former Smoker","Ratio","14.89"
"2011-2013","S01002140","Former Smoker","Ratio","16.33"
"2006-2008","S01002140","Former Smoker","Ratio","7.14"
"2001-2003","S01002140","Former Smoker","Ratio",0
"2007-2009","S01002140","Current Smoker","Ratio","15.63"
"2009-2011","S01002140","Former Smoker","Ratio","13.04"
"2010-2012","S01002140","Current Smoker","Ratio","14.89"
"2002-2004","S01002140","Never Smoked","Ratio","52.63"
"2007-2009","S01002140","Never Smoked","Ratio","65.63"
"2007-2009","S01002140","Not Known If Smoking","Ratio","15.63"
"2008-2010","S01002140","Not Known If Smoking","Ratio","28.57"
"2011-2013","S01002140","Current Smoker","Ratio","26.53"
"2008-2010","S01002140","Never Smoked","Ratio","48.57"
"2009-2011","S01002140","Never Smoked","Ratio","58.7"
"2000-2002","S01002140","Never Smoked","Ratio","5.88"
"2008-2010","S01002140","Current Smoker","Ratio","11.43"
"2003-2005","S01002140","Never Smoked","Ratio","76.19"
"2009-2011","S01002140","Not Known If Smoking","Ratio","21.74"
"2010-2012","S01002140","Not Known If Smoking","Ratio","10.64"
"2004-2006","S01002140","Never Smoked","Ratio","76.92"
"2000-2002","S01002140","Current Smoker","Ratio","47.06"
"2002-2004","S01002140","Current Smoker","Ratio","15.79"
"2001-2003","S01002140","Never Smoked","Ratio",25
"2000-2002","S01002140","Not Known If Smoking","Ratio","41.18"
"2010-2012","S01002140","Never Smoked","Ratio","59.57"
"2005-2007","S01002140","Never Smoked","Ratio","82.76"
"2006-2008","S01002140","Never Smoked","Ratio",75
"2004-2006","S01002140","Current Smoker","Ratio","15.38"
"2011-2013","S01002140","Never Smoked","Ratio","57.14"
"2011-2013","S01002140","Not Known If Smoking","Ratio",0
"2001-2003","S01002141","Former Smoker","Count",2
"2004-2006","S01002141","Former Smoker","Count",1
"2000-2002","S01002141","Former Smoker","Count",2
"2009-2011","S01002141","Former Smoker","Count",2
"2002-2004","S01002141","Former Smoker","Count",2
"2007-2009","S01002141","Former Smoker","Count",3
"2005-2007","S01002141","Former Smoker","Count",2
"2008-2010","S01002141","Former Smoker","Count",2
"2010-2012","S01002141","Former Smoker","Count",5
"2003-2005","S01002141","Former Smoker","Count",0
"2011-2013","S01002141","Former Smoker","Count",8
"2006-2008","S01002141","Former Smoker","Count",4
"2009-2011","S01002141","Never Smoked","Count",13
"2002-2004","S01002141","Never Smoked","Count",15
"2007-2009","S01002141","Never Smoked","Count",21
"2008-2010","S01002141","Never Smoked","Count",19
"2000-2002","S01002141","Never Smoked","Count",11
"2003-2005","S01002141","Never Smoked","Count",24
"2004-2006","S01002141","Never Smoked","Count",23
"2001-2003","S01002141","Never Smoked","Count",10
"2011-2013","S01002141","Never Smoked","Count",11
"2005-2007","S01002141","Never Smoked","Count",25
"2006-2008","S01002141","Never Smoked","Count",21
"2010-2012","S01002141","Never Smoked","Count",14
"2001-2003","S01002141","Not Known If Smoking","Count",13
"2002-2004","S01002141","Not Known If Smoking","Count",5
"2003-2005","S01002141","Not Known If Smoking","Count",1
"2004-2006","S01002141","Not Known If Smoking","Count",1
"2005-2007","S01002141","Not Known If Smoking","Count",0
"2006-2008","S01002141","Not Known If Smoking","Count",0
"2007-2009","S01002141","Not Known If Smoking","Count",8
"2008-2010","S01002141","Not Known If Smoking","Count",12
"2009-2011","S01002141","Not Known If Smoking","Count",12
"2010-2012","S01002141","Not Known If Smoking","Count",5
"2000-2002","S01002141","Not Known If Smoking","Count",14
"2011-2013","S01002141","Not Known If Smoking","Count",1
"2006-2008","S01002141","Current Smoker","Count",1
"2002-2004","S01002141","Current Smoker","Count",5
"2005-2007","S01002141","Current Smoker","Count",1
"2010-2012","S01002141","Current Smoker","Count",3
